entity_type,canonical_name,match_score,status,source_url
startup,Wobo AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ClawTick,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dia Browser,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Simplora,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tamadoggo,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Athena,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Naoma AI Demo Agent,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,OpenClaw,0.7143,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Polyvia,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Radiq,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Flare,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Jentic Mini,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mindly,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SigmaMind AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Clawdi,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pixero AI,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,QA.tech,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tooling Studio,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dropstone,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Hex,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lumo Studios,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,rabbit,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Secret Sauce 3D,0.4211,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Sora by OpenAI,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Databox,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Draft,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Memoket Gem,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Stripe,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Kimi AI - Now with K2.6,0.3636,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Kipps AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Marx Finance,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Portt,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,PromptPerf,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SuperPowers AI,0.5217,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Cal.com,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dodo Payments,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Invoko,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Limitless,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SureThing.io,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Aqua Voice,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ClawSecure,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lingo.dev,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AIxBlock,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Causo,0.7273,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Creatium,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dimension,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Neon,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Octomind,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pretty Prompt,0.4545,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tinkerer Club,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ApertureDB,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CreateOS,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Foyer,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Inspector,0.6316,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Integral,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Jootle,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Springfield Oracle,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Augment Code,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Draftwise Playbook Studio,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Markopolo AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SimCam,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tana,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Y Bombinator,0.381,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Aiarty Video Enhancer,0.3704,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DubStream by CAMB.AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Enjo Help Center,0.4545,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Finden,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Flowstep,0.375,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Groq Chat,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Jesse,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,LangChain,1.0,matched,https://webclaw.io/data/startups/ai/llms.txt
startup,Needle,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,R0Y,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Toyo,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,zero.xyz,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,BlogBowl,0.3529,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ClawOffice,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Gemini Export Studio,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Middleware,0.4211,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mozart AI,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AEVS,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Ancher,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Carousels Generator,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CourseCorrect,0.6316,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,FollowUp by AssetMule,0.32,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Ghost,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Haimeta,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mnexium AI,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Qudemo,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Telescope,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tessl,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Trace,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,YouArt,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Amplitude,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AudioJot,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Badge,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Boost.space,0.4211,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Buildrs,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Friend,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Giselle,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Kanbanq,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MCPCore,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Optibot,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Plurai,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Polyglotta,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Snippets AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Text2Note,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Wowable,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Airtop,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Coursekit,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Devaito,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,FunBlocks AI Markdown Editor,0.3226,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Goldfish,0.4545,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Juno,0.75,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mastra,0.6667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,prjct/cli,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Apple,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ASI:One,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Bolto,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Claro - Research Agents,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Clico,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Coworker AI,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DeepTagger,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dog-e-dex,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Growati,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,OpenBox,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pally - AI Relationship Management,0.3243,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Vokal,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Asteroid,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Crisp,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DecisionBox,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Joanium,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lovon AI therapy,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MemeMorph,0.3529,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MGX (Now Atoms),0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mocko,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MorphMind: A Steerable AI Platform,0.4737,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Nily AI,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Onyx,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Receiptor AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Sparks AI,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Spine,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Upstream,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Acti,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AgentDiscuss,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Asklet,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Basalt,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Calk AI,0.7692,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Expo,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Flixier,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Flowtica Scribe,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Fred,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Frontdesk AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,GitArsenal,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,PixelDance & Seaweed,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Side Space,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SNEWPapers,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Superapp,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,sync-3,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Uplodio,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ZooClaw,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Aident AI,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Alpie Core,0.7059,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Antispace 2.0,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,BrandingStudio.ai,0.3846,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Clarity,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Co-Desk,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,detectly,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DocsOrb: AI Policy Management & more,0.3684,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Equip AI Interview,0.4545,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,First Answer,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,LM Studio,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,maia.is your AI that gets things done,0.35,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MCP360,0.2667,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pendium,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Slicker,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SlimSnap,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Stride,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Synthetiq,0.7778,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AI App Generator,0.4167,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Ansvisor,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Async,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Blimp,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Buffer API,0.4211,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CodeBanana,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CodeHealth MCP Server by CodeScene,0.3684,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ConnectMachine,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Crono,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Drift,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,FireCut AI,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,FuseAI,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Gigacatalyst,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Glaze by Raycast,0.4167,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Google Antigravity,0.5185,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Grok.com (Beta),0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,HeyNews,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Kodo,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lemni,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lindy,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Loki.Build,0.3158,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Omma,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,PicWish,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Rewrait,0.6154,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,TruGen AI,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AgentReady,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Airtrain.ai LLM Playground,0.375,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Audino AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ChatGPT Operator,0.5385,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Collective OS,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Cora,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Deploy Hermes,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DocumentLens,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Draw A Fish,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Gumloop,0.381,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Lucent Chat,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,MoDev,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,NeoAgent,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,panda{·}etl (YC W24),0.381,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,PangeAI,0.625,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Personal Assistant by HyperWrite,0.3784,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Rankfender,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Reducto Studio,0.4348,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Shram,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Studio – Your AI Media Copilot,0.3429,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,agentcad,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Agentplace,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Bench for Claude Code,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Chikka.ai,0.5333,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Cove,0.6,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dex by Thirdlayer,0.4348,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Dhisana AI,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,dr.aft,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,DunSocial,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Enshittifier,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Mukh.1,0.3636,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,n8nChat,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pentest Copilot by BugBase,0.4118,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Polarity,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,QApilot,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Scribe,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Snaply,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Tencent EdgeOne,0.4545,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Adject,0.7273,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Atyla,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,BAND,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Brand Stori,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Buda,0.4444,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Chatoshi AI Copilot,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Claude Code auto-fix,0.4167,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Clientell AI,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CoPilot.Live,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CrewAI AMP - Agent Management Platform,0.2927,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,CRUDERRA,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Designer Clone AI,0.6087,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Fieldy,0.375,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Fire Your QA Today,0.4,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,FlexClip,0.5556,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Folio,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,GradPipe,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,LifeOS,0.4286,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,NoteGPT,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Onboarding0,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,OpenAdapter,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Orchestria,0.5263,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Pixel,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,PromptChainer,0.4762,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Recap,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Revv Invest,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,ScreenGeany AI,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Silvia,0.5882,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SparrowDesk,0.4211,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,SuperIntern: Botless Live Meeting Agent,0.3256,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,The ∞ Bar,0.5714,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Agenta,0.5455,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AI Tools Directory - by Whalesync,0.3784,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AnimeShorts,0.4706,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,AnythingLLM,0.5,unmatched,https://webclaw.io/data/startups/ai/llms.txt
startup,Askiva AI,0.4615,unmatched,https://webclaw.io/data/startups/ai/llms.txt
